"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13087","Calendar validations","chromium","2026-05-12","passed","2026-05-12","","calendarValidation.spec.js","",""
